sampleId,sampleId_orig,locality,lat,long,continent,country,city,province,min_day,max_day,min_month,max_month,year,jday,exactDate,sr_season,bio_rep,tech_rep,exp_rep,loc_rep,fruit_type,subsample,nFlies,fly_type,library_type,sampling_strategy,seq_platform,set,collector,SRA_Accession,reference,SequencingId,low_qual,DIN,DNA_result,DNA_Status,library_result,totalreads,SimCont.Norm,pcrdup,pNpS,private,Cov,Miss,Recommendation,collapsedSamples,N,cluster1.0,cluster2.0_k4,cluster2.0_k5,cluster2.0_k8,fruit_type_curated
AU_Que_Yep_0_2014-05-16,NA,AU_Que_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,Queensland,1,30,5,5,2014,136,FALSE,NA,NA,NA,NA,NA,NA,0,634,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449033;SRR8449009;SRR8448980;SRR8448993;SRR8448963;SRR8448923;SRR8449013;SRR8448974;SRR8448951;SRR8448914,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0164181884230595,0.520439,NA,NA,76.5563654025266,0.0531809608276258,Pass,AU_Que_Yep_10_2014-05-16;AU_Que_Yep_1_2014-05-16;AU_Que_Yep_2_2014-05-16;AU_Que_Yep_3_2014-05-16;AU_Que_Yep_4_2014-05-16;AU_Que_Yep_5_2014-05-16;AU_Que_Yep_6_2014-05-16;AU_Que_Yep_7_2014-05-16;AU_Que_Yep_8_2014-05-16;AU_Que_Yep_9_2014-05-16,10,4,4,3,4,NA
AU_Que_Yep_10_2014-05-16,AU_SQ2-30C-100_NA_May_2014,AU_Que_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,Queensland,1,30,5,5,2014,136,FALSE,NA,BR-1,TR-1,30C_100,NA,NA,10,24,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449033,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0161464686567506,0.505641,0.332906393425125,3.73142758705095,9.64384390879986,0.053171452102209,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Que_Yep_1_2014-05-16,AU_SQ2-20C-005_NA_May_2014,AU_Que_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,Queensland,1,30,5,5,2014,136,FALSE,NA,BR-1,TR-1,20C_005,NA,NA,1,24,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449009,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0166311191077155,0.510369,0.328929052785081,4.163787309962,15.2823414021264,0.0296885790646355,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Que_Yep_2_2014-05-16,AU_SQ2-20C-025_NA_May_2014,AU_Que_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,Queensland,1,30,5,5,2014,136,FALSE,NA,BR-1,TR-1,20C_025,NA,NA,2,72,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448980,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0162650471463995,0.500535,0.346455527601006,3.61616031284758,7.95921875315774,0.111479464194285,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Que_Yep_3_2014-05-16,AU_SQ2-20C-075_NA_May_2014,AU_Que_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,Queensland,1,30,5,5,2014,136,FALSE,NA,BR-1,TR-1,20C_075,NA,NA,3,125,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448993,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0162067077304685,0.509937,0.319897684875935,3.69346312721953,9.60073941594012,0.0505279484868647,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Que_Yep_4_2014-05-16,AU_SQ2-20C-095_NA_May_2014,AU_Que_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,Queensland,1,30,5,5,2014,136,FALSE,NA,BR-1,TR-1,20C_095,NA,NA,4,72,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448963,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0160048713888194,0.507225,0.345979100408905,3.59538598080914,8.26095175053449,0.0908691628290487,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Que_Yep_5_2014-05-16,AU_SQ2-20C-100_NA_May_2014,AU_Que_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,Queensland,1,30,5,5,2014,136,FALSE,NA,BR-1,TR-1,20C_100,NA,NA,5,24,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448923,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0164848004673077,0.503232,0.323451615234516,3.83167784919147,10.8336496013305,0.0394021323712475,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Que_Yep_6_2014-05-16,AU_SQ2-30C-005_NA_May_2014,AU_Que_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,Queensland,1,30,5,5,2014,136,FALSE,NA,BR-1,TR-1,30C_005,NA,NA,6,24,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449013,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.016315815422513,0.50669,0.330856933918362,3.75419538818984,10.4659093272568,0.0433074515547752,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Que_Yep_7_2014-05-16,AU_SQ2-30C-025_NA_May_2014,AU_Que_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,Queensland,1,30,5,5,2014,136,FALSE,NA,BR-1,TR-1,30C_025,NA,NA,7,72,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448974,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0162006428539079,0.501172,0.345833234939901,3.66304097489397,8.34712168125607,0.0932569061349958,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Que_Yep_8_2014-05-16,AU_SQ2-30C-075_NA_May_2014,AU_Que_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,Queensland,1,30,5,5,2014,136,FALSE,NA,BR-1,TR-1,30C_075,NA,NA,8,125,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448951,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0161690179263373,0.538536,0.338555121933344,3.63205216670581,9.69764569838699,0.0552849931789162,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Que_Yep_9_2014-05-16,AU_SQ2-30C-095_NA_May_2014,AU_Que_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,Queensland,1,30,5,5,2014,136,FALSE,NA,BR-1,TR-1,30C_095,NA,NA,9,72,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448914,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0161159134430677,0.50625,0.37308599387518,3.63103769653674,6.92739627655443,0.18766934414224,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Sou_MtG_0_2014-04-16,NA,AU_Sou_MtG,-37.82,140.77,Oceania,Australia,MtGambier,South Australia,1,30,4,4,2014,106,FALSE,NA,NA,NA,NA,NA,NA,0,634,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449036;SRR8449046;SRR8448998;SRR8448943;SRR8449066;SRR8448920;SRR8449024;SRR8449004;SRR8448933;SRR8449055,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0153559566930155,0.516509,NA,NA,67.6185805037521,0.0483191691013085,Pass,AU_Sou_MtG_10_2014-04-16;AU_Sou_MtG_1_2014-04-16;AU_Sou_MtG_2_2014-04-16;AU_Sou_MtG_3_2014-04-16;AU_Sou_MtG_4_2014-04-16;AU_Sou_MtG_5_2014-04-16;AU_Sou_MtG_6_2014-04-16;AU_Sou_MtG_7_2014-04-16;AU_Sou_MtG_8_2014-04-16;AU_Sou_MtG_9_2014-04-16,10,2,3,2,2,NA
AU_Sou_MtG_10_2014-04-16,AU_SA-30C-100_NA_Apr_2014,AU_Sou_MtG,-37.82,140.77,Oceania,Australia,MtGambier,South Australia,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,30C_100,NA,NA,10,24,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449036,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0154135661600815,0.506896,0.326721012400988,3.4854374810763,7.41695708407207,0.11557551165408,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Sou_MtG_1_2014-04-16,AU_SA-20C-005_NA_Apr_2014,AU_Sou_MtG,-37.82,140.77,Oceania,Australia,MtGambier,South Australia,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,20C_005,NA,NA,1,24,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449046,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0156182575281252,0.504275,0.32867895479622,3.50906804501716,7.83872337444471,0.0924823455016032,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Sou_MtG_2_2014-04-16,AU_SA-20C-025_NA_Apr_2014,AU_Sou_MtG,-37.82,140.77,Oceania,Australia,MtGambier,South Australia,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,20C_025,NA,NA,2,72,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448998,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0153369411027716,0.502659,0.320317820658343,3.47971923543957,8.18899653953579,0.0837777593358579,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Sou_MtG_3_2014-04-16,AU_SA-20C-075_NA_Apr_2014,AU_Sou_MtG,-37.82,140.77,Oceania,Australia,MtGambier,South Australia,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,20C_075,NA,NA,3,125,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448943,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0151499173582452,0.507003,0.314387645391457,3.55545721720465,9.56621057253428,0.049435507393026,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Sou_MtG_4_2014-04-16,AU_SA-20C-095_NA_Apr_2014,AU_Sou_MtG,-37.82,140.77,Oceania,Australia,MtGambier,South Australia,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,20C_095,NA,NA,4,72,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449066,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.015147839265421,0.501122,0.340865442323851,3.5087989654039,6.81110844117141,0.17597813758934,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Sou_MtG_5_2014-04-16,AU_SA-20C-100_NA_Apr_2014,AU_Sou_MtG,-37.82,140.77,Oceania,Australia,MtGambier,South Australia,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,20C_100,NA,NA,5,24,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448920,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0152791528557854,0.501526,0.337570656952644,3.62634036737504,7.27580313413032,0.129104115799727,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Sou_MtG_6_2014-04-16,AU_SA-30C-005_NA_Apr_2014,AU_Sou_MtG,-37.82,140.77,Oceania,Australia,MtGambier,South Australia,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,30C_005,NA,NA,6,24,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449024,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0153200434584132,0.542882,0.334391436316875,3.52762990087134,8.06552428002308,0.0891482405195186,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Sou_MtG_7_2014-04-16,AU_SA-30C-025_NA_Apr_2014,AU_Sou_MtG,-37.82,140.77,Oceania,Australia,MtGambier,South Australia,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,30C_025,NA,NA,7,72,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449004,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0150038120009966,0.502658,0.318789192028629,3.56442932699798,10.037532035173,0.0450196382180641,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Sou_MtG_8_2014-04-16,AU_SA-30C-075_NA_Apr_2014,AU_Sou_MtG,-37.82,140.77,Oceania,Australia,MtGambier,South Australia,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,30C_075,NA,NA,8,125,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448933,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0152696029428143,0.502883,0.321869176893915,3.74397986524184,9.88675639696766,0.0448444399795586,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Sou_MtG_9_2014-04-16,AU_SA-30C-095_NA_Apr_2014,AU_Sou_MtG,-37.82,140.77,Oceania,Australia,MtGambier,South Australia,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,30C_095,NA,NA,9,72,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449055,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0152242660146233,0.501383,0.327729476032931,3.6238692683503,8.60088779907288,0.069386267467046,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Hil_0_2014-04-16,NA,AU_Tas_Hil,-43,146.9,Oceania,Australia,Hillwood,Tasmania,1,30,4,4,2014,106,FALSE,NA,NA,NA,NA,NA,NA,0,634,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449029;SRR8449043;SRR8448984;SRR8448946;SRR8448969;SRR8448927;SRR8449021;SRR8448978;SRR8448936;SRR8448918,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0153319564385965,0.505994,NA,NA,72.4631677077328,0.0486292813099059,Pass,AU_Tas_Hil_10_2014-04-16;AU_Tas_Hil_1_2014-04-16;AU_Tas_Hil_2_2014-04-16;AU_Tas_Hil_3_2014-04-16;AU_Tas_Hil_4_2014-04-16;AU_Tas_Hil_5_2014-04-16;AU_Tas_Hil_6_2014-04-16;AU_Tas_Hil_7_2014-04-16;AU_Tas_Hil_8_2014-04-16;AU_Tas_Hil_9_2014-04-16,10,2,3,2,2,NA
AU_Tas_Hil_10_2014-04-16,AU_STS-30C-100_NA_Apr_2014,AU_Tas_Hil,-43,146.9,Oceania,Australia,Hillwood,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,30C_100,NA,NA,10,24,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449029,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0152715079443156,0.502953,0.325871828365594,3.61888448499545,8.3840503831695,0.0716623886265768,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Hil_1_2014-04-16,AU_STS-20C-005_NA_Apr_2014,AU_Tas_Hil,-43,146.9,Oceania,Australia,Hillwood,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,20C_005,NA,NA,1,24,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449043,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0151979782418956,0.498329,0.344576589024872,3.63447727016073,7.88602459595214,0.0996936214737715,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Hil_2_2014-04-16,AU_STS-20C-025_NA_Apr_2014,AU_Tas_Hil,-43,146.9,Oceania,Australia,Hillwood,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,20C_025,NA,NA,2,72,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448984,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0154552569930235,0.497138,0.334019985974755,3.63022441075243,7.97414063669803,0.0892355969819313,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Hil_3_2014-04-16,AU_STS-20C-075_NA_Apr_2014,AU_Tas_Hil,-43,146.9,Oceania,Australia,Hillwood,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,20C_075,NA,NA,3,125,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448946,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0152781784200292,0.495824,0.335992099665755,4.14594186957612,14.2958688360972,0.0313847503764821,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Hil_4_2014-04-16,AU_STS-20C-095_NA_Apr_2014,AU_Tas_Hil,-43,146.9,Oceania,Australia,Hillwood,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,20C_095,NA,NA,4,72,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448969,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0152494478997422,0.499319,0.35369088438895,3.60173414826011,6.63370154594027,0.192138112508329,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Hil_5_2014-04-16,AU_STS-20C-100_NA_Apr_2014,AU_Tas_Hil,-43,146.9,Oceania,Australia,Hillwood,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,20C_100,NA,NA,5,24,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448927,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0152054332597022,0.498535,0.337661567650895,3.78816837114117,8.57522461657021,0.0679575039929183,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Hil_6_2014-04-16,AU_STS-30C-005_NA_Apr_2014,AU_Tas_Hil,-43,146.9,Oceania,Australia,Hillwood,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,30C_005,NA,NA,6,24,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449021,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0152825591493738,0.498972,0.349233048980736,3.43472854177976,6.0444619552032,0.273862509663809,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Hil_7_2014-04-16,AU_STS-30C-025_NA_Apr_2014,AU_Tas_Hil,-43,146.9,Oceania,Australia,Hillwood,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,30C_025,NA,NA,7,72,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448978,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0154333823808105,0.497962,0.313327045246484,3.62242127397567,10.9457164605582,0.0442858439337974,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Hil_8_2014-04-16,AU_STS-30C-075_NA_Apr_2014,AU_Tas_Hil,-43,146.9,Oceania,Australia,Hillwood,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,30C_075,NA,NA,8,125,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448936,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0150162472027723,0.499748,0.324594349571685,3.68824179597771,8.89093496223224,0.062403574238191,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Hil_9_2014-04-16,AU_STS-30C-095_NA_Apr_2014,AU_Tas_Hil,-43,146.9,Oceania,Australia,Hillwood,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,30C_095,NA,NA,9,72,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448918,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0151744187423089,0.500136,0.341910038501268,3.91190299604403,8.76964142537242,0.064832083893264,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Luc_0_2014-04-16,NA,AU_Tas_Luc,-41.23,146.98,Oceania,Australia,Lucaston,Tasmania,1,30,4,4,2014,106,FALSE,NA,NA,NA,NA,NA,NA,0,634,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449028;SRR8449042;SRR8448985;SRR8448947;SRR8448968;SRR8448926;SRR8449020;SRR8448979;SRR8448937;SRR8448917,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0154061854851177,0.509403,NA,NA,79.7201366213292,0.0503528283975911,Pass,AU_Tas_Luc_10_2014-04-16;AU_Tas_Luc_1_2014-04-16;AU_Tas_Luc_2_2014-04-16;AU_Tas_Luc_3_2014-04-16;AU_Tas_Luc_4_2014-04-16;AU_Tas_Luc_5_2014-04-16;AU_Tas_Luc_6_2014-04-16;AU_Tas_Luc_7_2014-04-16;AU_Tas_Luc_8_2014-04-16;AU_Tas_Luc_9_2014-04-16,10,2,3,2,2,NA
AU_Tas_Luc_10_2014-04-16,AU_NTS-30C-100_NA_Apr_2014,AU_Tas_Luc,-41.23,146.98,Oceania,Australia,Lucaston,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,30C_100,NA,NA,10,24,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449028,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.015331183936868,0.503532,0.318760386420497,3.60053729436447,8.50499316751791,0.0659507319258266,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Luc_1_2014-04-16,AU_NTS-20C-005_NA_Apr_2014,AU_Tas_Luc,-41.23,146.98,Oceania,Australia,Lucaston,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,20C_005,NA,NA,1,24,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449042,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0153051322645806,0.502281,0.346214613173094,3.70440792738684,7.26488911415519,0.132495002482379,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Luc_2_2014-04-16,AU_NTS-20C-025_NA_Apr_2014,AU_Tas_Luc,-41.23,146.98,Oceania,Australia,Lucaston,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,20C_025,NA,NA,2,72,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448985,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0153237103265613,0.498287,0.31612471889625,3.7504312486602,13.9808200279034,0.0319268457571209,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Luc_3_2014-04-16,AU_NTS-20C-075_NA_Apr_2014,AU_Tas_Luc,-41.23,146.98,Oceania,Australia,Lucaston,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,20C_075,NA,NA,3,125,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448947,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0151151675405767,0.502524,0.350232106795353,3.72762257796914,7.37864501935615,0.127089093400074,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Luc_4_2014-04-16,AU_NTS-20C-095_NA_Apr_2014,AU_Tas_Luc,-41.23,146.98,Oceania,Australia,Lucaston,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,20C_095,NA,NA,4,72,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448968,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0152123016461687,0.499982,0.345845584748174,3.75097098443732,7.76943122953686,0.102182795338853,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Luc_5_2014-04-16,AU_NTS-20C-100_NA_Apr_2014,AU_Tas_Luc,-41.23,146.98,Oceania,Australia,Lucaston,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,20C_100,NA,NA,5,24,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448926,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0151587561105064,0.500444,0.318142775338805,3.65638571905869,9.89209410996781,0.0453380039921903,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Luc_6_2014-04-16,AU_NTS-30C-005_NA_Apr_2014,AU_Tas_Luc,-41.23,146.98,Oceania,Australia,Lucaston,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,30C_005,NA,NA,6,24,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8449020,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.01534456368718,0.502497,0.320734493554847,3.7814681428418,11.414761549079,0.0344849341647727,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Luc_7_2014-04-16,AU_NTS-30C-025_NA_Apr_2014,AU_Tas_Luc,-41.23,146.98,Oceania,Australia,Lucaston,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,30C_025,NA,NA,7,72,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448979,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0151355587837115,0.500118,0.319189086250476,3.47726599542485,9.51782877609988,0.0501707576183328,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Luc_8_2014-04-16,AU_NTS-30C-075_NA_Apr_2014,AU_Tas_Luc,-41.23,146.98,Oceania,Australia,Lucaston,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,30C_075,NA,NA,8,125,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448937,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0157194856637484,0.498277,0.334045429309388,4.15932652019787,13.1379677121632,0.0377248882929237,Collapse,NA,NA,NA,NA,NA,NA,NA
AU_Tas_Luc_9_2014-04-16,AU_NTS-30C-095_NA_Apr_2014,AU_Tas_Luc,-41.23,146.98,Oceania,Australia,Lucaston,Tasmania,1,30,4,4,2014,106,FALSE,NA,BR-1,TR-1,30C_095,NA,NA,9,72,isofemale,pooled,NA,Illumina NextSeq 500,dest_plus,Fournier-Level et al,SRR8448917,https://doi.org/10.1038/s41559-019-0837-y,NA,NA,NA,NA,NA,NA,NA,0.0152454410703722,0.500139,0.344855870635107,3.72924580722531,7.67242816354599,0.107962395954813,Collapse,NA,NA,NA,NA,NA,NA,NA
